Agente,Módulo,Datos,Fecha/Hora
"ldap1","bytes_in","0.16","2015-05-13 13:24:31"
"ldap1","bytes_in","0.35","2015-05-13 13:29:35"
"ldap1","bytes_in","0.22","2015-05-13 13:34:39"
"ldap1","bytes_in","0.12","2015-05-13 13:39:42"
"ldap1","bytes_in","0.05","2015-05-13 13:44:46"
"ldap1","bytes_in","0.10","2015-05-13 13:49:49"
"ldap1","bytes_in","0.29","2015-05-13 13:54:53"
"ldap1","bytes_in","0.30","2015-05-13 13:59:57"
"ldap1","bytes_in","0.28","2015-05-13 14:05:00"
"ldap1","bytes_in","0.04","2015-05-13 14:10:04"
"ldap1","bytes_in","1.40","2015-05-13 14:15:07"
"ldap1","bytes_in","0.44","2015-05-13 14:20:11"
"ldap1","bytes_in","0.36","2015-05-13 14:25:14"
"ldap1","bytes_in","0.12","2015-05-13 14:30:18"
"ldap1","bytes_in","0.71","2015-05-13 14:35:21"
"ldap1","bytes_in","2.26","2015-05-13 14:40:25"
"ldap1","bytes_in","1.25","2015-05-13 14:45:29"
"ldap1","bytes_in","0.00","2015-05-13 14:50:32"
"ldap1","bytes_in","0.01","2015-05-13 14:55:36"
"ldap1","bytes_in","0.02","2015-05-13 15:00:40"
"ldap1","bytes_in","0.00","2015-05-13 15:05:43"
"ldap1","bytes_in","0.01","2015-05-13 15:10:47"
"ldap1","bytes_in","0.00","2015-05-13 15:20:54"
"ldap1","bytes_in","1.36","2015-05-13 15:25:57"
"ldap1","bytes_in","2.88","2015-05-13 15:31:01"
"ldap1","bytes_in","2.77","2015-05-13 15:36:04"
"ldap1","bytes_in","2.32","2015-05-13 15:41:08"
"ldap1","bytes_in","0.23","2015-05-13 15:46:11"
"ldap1","bytes_in","0.07","2015-05-13 15:51:15"
"ldap1","bytes_in","1.58","2015-05-13 15:56:18"
"ldap1","bytes_in","1.72","2015-05-13 16:01:22"
"ldap1","bytes_in","0.60","2015-05-13 16:06:25"
"ldap1","bytes_in","3.76","2015-05-13 16:11:29"
"ldap1","bytes_in","0.88","2015-05-13 16:16:33"
"ldap1","bytes_in","2.35","2015-05-13 16:21:36"
"ldap1","bytes_in","0.07","2015-05-13 16:26:40"
"ldap1","bytes_in","0.13","2015-05-13 16:31:44"
"ldap1","bytes_in","0.02","2015-05-13 16:36:47"
"ldap1","bytes_in","0.08","2015-05-13 16:41:51"
"ldap1","bytes_in","0.04","2015-05-13 16:46:54"
"ldap1","bytes_in","0.11","2015-05-13 16:51:58"
"ldap1","bytes_in","1.66","2015-05-13 16:57:01"
"ldap1","bytes_in","0.38","2015-05-13 17:02:05"
"ldap1","bytes_in","0.11","2015-05-13 17:07:09"
"ldap1","bytes_in","0.06","2015-05-13 17:12:12"
"ldap1","bytes_in","1.53","2015-05-13 17:17:16"
"ldap1","bytes_in","0.14","2015-05-13 17:22:19"
"ldap1","bytes_in","1.69","2015-05-13 17:27:23"
"ldap1","bytes_in","1.03","2015-05-13 17:32:27"
"ldap1","bytes_in","2.35","2015-05-13 17:37:30"
"ldap1","bytes_in","0.08","2015-05-13 17:42:34"
"ldap1","bytes_in","1.63","2015-05-13 17:47:38"
"ldap1","bytes_in","0.90","2015-05-13 17:52:41"
"ldap1","bytes_in","1.42","2015-05-13 17:57:45"
"ldap1","bytes_in","0.26","2015-05-13 18:02:49"
"ldap1","bytes_in","0.23","2015-05-13 18:07:53"
"ldap1","bytes_in","0.14","2015-05-13 18:12:56"
"ldap1","bytes_in","1.16","2015-05-13 18:18:01"
"ldap1","bytes_in","2.54","2015-05-13 18:23:05"
"ldap1","bytes_in","0.30","2015-05-13 18:28:08"
"ldap1","bytes_in","0.10","2015-05-13 18:33:12"
"ldap1","bytes_in","0.22","2015-05-13 18:38:16"
"ldap1","bytes_in","0.25","2015-05-13 18:43:19"
"ldap1","bytes_in","0.02","2015-05-13 18:48:23"
"ldap1","bytes_in","0.18","2015-05-13 18:53:27"
"ldap1","bytes_in","0.10","2015-05-13 18:58:31"
"ldap1","bytes_in","2.01","2015-05-13 19:03:34"
"ldap1","bytes_in","3.24","2015-05-13 19:08:38"
"ldap1","bytes_in","0.94","2015-05-13 19:13:41"
"ldap1","bytes_in","0.64","2015-05-13 19:18:45"
"ldap1","bytes_in","1.14","2015-05-13 19:23:49"
"ldap1","bytes_in","0.48","2015-05-13 19:28:52"
"ldap1","bytes_in","0.55","2015-05-13 19:33:56"
"ldap1","bytes_in","2.43","2015-05-13 19:39:01"
"ldap1","bytes_in","0.50","2015-05-13 19:44:05"
"ldap1","bytes_in","0.17","2015-05-13 19:49:08"
"ldap1","bytes_in","0.40","2015-05-13 19:54:12"
"ldap1","bytes_in","0.19","2015-05-13 19:59:15"
"ldap1","bytes_in","0.27","2015-05-13 20:04:19"
"ldap1","bytes_in","0.12","2015-05-13 20:09:23"
"ldap1","bytes_in","0.13","2015-05-13 20:14:26"
"ldap1","bytes_in","0.09","2015-05-13 20:19:30"
"ldap1","bytes_in","0.81","2015-05-13 20:24:33"
"ldap1","bytes_in","3.25","2015-05-13 20:29:37"
"ldap1","bytes_in","0.07","2015-05-13 20:34:41"
"ldap1","bytes_in","0.00","2015-05-13 20:39:44"
"ldap1","bytes_in","7.46","2015-05-13 21:05:01"
"ldap1","bytes_in","9.11","2015-05-13 21:10:12"
"ldap1","bytes_in","6.99","2015-05-13 21:15:21"
"ldap1","bytes_in","2.63","2015-05-13 21:20:25"
"ldap1","bytes_in","0.00","2015-05-13 21:25:29"
"ldap1","bytes_in","0.07","2015-05-14 6:26:58"
"ldap1","bytes_in","0.18","2015-05-14 6:32:03"
"ldap1","bytes_in","0.00","2015-05-14 6:37:06"
"ldap1","bytes_in","0.17","2015-05-14 8:38:34"
"ldap1","bytes_in","0.27","2015-05-14 8:43:38"
"ldap1","bytes_in","0.16","2015-05-14 8:48:41"
"ldap1","bytes_in","0.13","2015-05-14 8:53:45"
"ldap1","bytes_in","0.34","2015-05-14 8:58:48"
"ldap1","bytes_in","0.07","2015-05-14 9:03:52"
"ldap1","bytes_in","0.46","2015-05-14 9:08:55"
"ldap1","bytes_in","0.98","2015-05-14 9:13:59"
"ldap1","bytes_in","1.40","2015-05-14 9:19:02"
"ldap1","bytes_in","1.34","2015-05-14 9:24:06"
"ldap1","bytes_in","0.20","2015-05-14 9:29:10"
"ldap1","bytes_in","0.49","2015-05-14 9:34:14"
"ldap1","bytes_in","0.38","2015-05-14 9:39:18"
"ldap1","bytes_in","0.20","2015-05-14 9:44:22"
"ldap1","bytes_in","0.43","2015-05-14 9:49:25"
"ldap1","bytes_in","0.41","2015-05-14 9:54:29"
"ldap1","bytes_in","0.24","2015-05-14 9:59:34"
"ldap1","bytes_in","0.52","2015-05-14 10:04:38"
"ldap1","bytes_in","0.23","2015-05-14 10:09:42"
"ldap1","bytes_in","0.65","2015-05-14 10:14:45"
"ldap1","bytes_in","2.19","2015-05-14 10:19:49"
"ldap1","bytes_in","1.92","2015-05-14 10:24:53"
"ldap1","bytes_in","0.25","2015-05-14 10:29:57"
"ldap1","bytes_in","0.48","2015-05-14 10:35:00"
"ldap1","bytes_in","0.18","2015-05-14 10:40:04"
"ldap1","bytes_in","0.93","2015-05-14 10:45:08"
"ldap1","bytes_in","0.51","2015-05-14 10:50:11"
"ldap1","bytes_in","0.52","2015-05-14 10:55:15"
"ldap1","bytes_in","0.15","2015-05-14 11:00:19"
"ldap1","bytes_in","0.31","2015-05-14 11:05:22"
"ldap1","bytes_in","2.65","2015-05-14 11:10:26"
"ldap1","bytes_in","8.04","2015-05-14 11:15:29"
"ldap1","bytes_in","2.83","2015-05-14 11:20:33"
"ldap1","bytes_in","0.18","2015-05-14 11:25:37"
"ldap1","bytes_in","2.59","2015-05-14 11:30:40"
"ldap1","bytes_in","1.44","2015-05-14 11:35:44"
"ldap1","bytes_in","1.94","2015-05-14 11:40:48"
"ldap1","bytes_in","2.15","2015-05-14 11:45:51"
"ldap1","bytes_in","0.39","2015-05-14 11:50:56"
"ldap1","bytes_in","1.47","2015-05-14 11:56:00"
"ldap1","bytes_in","0.29","2015-05-14 12:01:03"
"ldap1","bytes_in","0.05","2015-05-14 12:06:07"
"ldap1","bytes_in","0.06","2015-05-14 12:11:10"
"ldap1","bytes_in","0.09","2015-05-14 12:16:14"
"ldap1","bytes_in","0.15","2015-05-14 12:21:18"
"ldap1","bytes_in","2.22","2015-05-14 12:26:21"
"ldap1","bytes_in","0.95","2015-05-14 12:31:25"
"ldap1","bytes_in","2.09","2015-05-14 12:36:29"
"ldap1","bytes_in","4.63","2015-05-14 12:41:33"
"ldap1","bytes_in","2.05","2015-05-14 12:46:37"
"ldap1","bytes_in","1.87","2015-05-14 12:51:40"
"ldap1","bytes_in","3.62","2015-05-14 12:56:44"
"ldap1","bytes_in","0.43","2015-05-14 13:01:48"
"ldap1","bytes_in","2.87","2015-05-14 13:06:51"
"ldap1","bytes_in","0.19","2015-05-14 13:11:55"
"ldap1","bytes_in","0.11","2015-05-14 13:16:59"
"ldap1","bytes_in","5.72","2015-05-14 13:22:02"
"ldap1","bytes_in","0.23","2015-05-14 13:27:06"
"ldap1","bytes_in","0.12","2015-05-14 13:32:09"
"ldap1","bytes_in","0.19","2015-05-14 13:37:13"
"ldap1","bytes_in","0.10","2015-05-14 13:42:16"
"ldap1","bytes_in","0.07","2015-05-14 13:47:20"
"ldap1","bytes_in","1.67","2015-05-14 13:52:24"
"ldap1","bytes_in","3.04","2015-05-14 13:57:27"
"ldap1","bytes_in","2.46","2015-05-14 14:02:31"
"ldap1","bytes_in","2.31","2015-05-14 14:07:35"
"ldap1","bytes_in","1.66","2015-05-14 14:12:39"
"ldap1","bytes_in","0.32","2015-05-14 14:17:42"
"ldap1","bytes_in","0.03","2015-05-14 14:22:46"
"ldap1","bytes_in","0.46","2015-05-14 14:27:50"
"ldap1","bytes_in","0.27","2015-05-14 14:32:53"
"ldap1","bytes_in","0.08","2015-05-14 14:37:57"
"ldap1","bytes_in","0.24","2015-05-14 14:43:00"
"ldap1","bytes_in","0.71","2015-05-14 14:48:05"
"ldap1","bytes_in","0.02","2015-05-14 14:53:08"
"ldap1","bytes_in","0.04","2015-05-14 14:58:12"
"ldap1","bytes_in","0.05","2015-05-14 15:03:15"
"ldap1","bytes_in","0.06","2015-05-14 15:08:19"
"ldap1","bytes_in","2.45","2015-05-14 15:13:22"
"ldap1","bytes_in","1.01","2015-05-14 15:18:26"
"ldap1","bytes_in","0.07","2015-05-14 15:23:30"
"ldap1","bytes_in","0.10","2015-05-14 15:28:34"
"ldap1","bytes_in","0.05","2015-05-14 15:33:37"
"ldap1","bytes_in","0.04","2015-05-14 15:38:41"
"ldap1","bytes_in","0.01","2015-05-14 15:43:44"
"ldap1","bytes_in","0.09","2015-05-14 15:48:48"
"ldap1","bytes_in","0.17","2015-05-14 15:58:55"
"ldap1","bytes_in","0.79","2015-05-14 16:03:59"
"ldap1","bytes_in","0.19","2015-05-14 16:09:02"
"ldap1","bytes_in","1.46","2015-05-14 16:14:06"
"ldap1","bytes_in","0.05","2015-05-14 16:19:09"
"ldap1","bytes_in","3.08","2015-05-14 16:24:13"
"ldap1","bytes_in","1.12","2015-05-14 16:29:17"
"ldap1","bytes_in","0.64","2015-05-14 16:34:21"
"ldap1","bytes_in","2.82","2015-05-14 16:39:25"
"ldap1","bytes_in","1.21","2015-05-14 16:44:28"
"ldap1","bytes_in","0.62","2015-05-14 16:49:32"
"ldap1","bytes_in","4.51","2015-05-14 16:54:36"
"ldap1","bytes_in","4.59","2015-05-14 16:59:40"
"ldap1","bytes_in","1.13","2015-05-14 17:04:44"
"ldap1","bytes_in","1.30","2015-05-14 17:09:48"
"ldap1","bytes_in","0.23","2015-05-14 17:14:51"
"ldap1","bytes_in","0.34","2015-05-14 17:19:55"
"ldap1","bytes_in","0.27","2015-05-14 17:24:59"
"ldap1","bytes_in","0.14","2015-05-14 17:30:02"
"ldap1","bytes_in","0.45","2015-05-14 17:35:06"
"ldap1","bytes_in","2.44","2015-05-14 17:40:09"
"ldap1","bytes_in","0.12","2015-05-14 17:45:13"
"ldap1","bytes_in","2.40","2015-05-14 17:50:16"
"ldap1","bytes_in","0.11","2015-05-14 17:55:20"
"ldap1","bytes_in","0.16","2015-05-14 18:00:24"
"ldap1","bytes_in","0.44","2015-05-14 18:05:27"
"ldap1","bytes_in","0.32","2015-05-14 18:10:31"
"ldap1","bytes_in","0.47","2015-05-14 18:15:34"
"ldap1","bytes_in","0.07","2015-05-14 18:20:38"
"ldap1","bytes_in","0.16","2015-05-14 18:25:42"
"ldap1","bytes_in","0.45","2015-05-14 18:30:46"
"ldap1","bytes_in","0.36","2015-05-14 18:35:50"
"ldap1","bytes_in","0.12","2015-05-14 18:40:54"
"ldap1","bytes_in","0.04","2015-05-14 18:45:57"
"ldap1","bytes_in","0.66","2015-05-14 18:56:04"
"ldap1","bytes_in","0.28","2015-05-14 19:01:08"
"ldap1","bytes_in","0.46","2015-05-14 19:06:11"
"ldap1","bytes_in","0.22","2015-05-14 19:11:15"
"ldap1","bytes_in","0.35","2015-05-14 19:16:19"
"ldap1","bytes_in","0.16","2015-05-14 19:21:22"
"ldap1","bytes_in","0.34","2015-05-14 19:26:26"
"ldap1","bytes_in","0.17","2015-05-14 19:31:30"
"ldap1","bytes_in","0.18","2015-05-14 19:36:34"
"ldap1","bytes_in","0.33","2015-05-14 19:41:37"
"ldap1","bytes_in","0.05","2015-05-14 19:46:41"
"ldap1","bytes_in","0.03","2015-05-14 19:51:45"
"ldap1","bytes_in","0.19","2015-05-14 19:56:48"
"ldap1","bytes_in","0.45","2015-05-14 20:01:53"
"ldap1","bytes_in","0.38","2015-05-14 20:06:57"
"ldap1","bytes_in","0.27","2015-05-14 20:12:00"
"ldap1","bytes_in","0.12","2015-05-14 20:17:04"
"ldap1","bytes_in","0.05","2015-05-14 20:22:07"
"ldap1","bytes_in","0.18","2015-05-14 20:27:11"
"ldap1","bytes_in","0.36","2015-05-14 20:32:14"
"ldap1","bytes_in","0.04","2015-05-14 20:37:18"
"ldap1","bytes_in","0.09","2015-05-14 20:47:25"
"ldap1","bytes_in","0.17","2015-05-14 20:52:28"
"ldap1","bytes_in","0.00","2015-05-14 20:57:32"
"ldap1","bytes_in","0.01","2015-05-14 23:34:19"
"ldap1","bytes_in","0.00","2015-05-14 23:44:26"
"ldap1","bytes_in","0.01","2015-05-14 23:49:29"
"ldap1","bytes_in","0.00","2015-05-14 23:54:33"
"ldap1","bytes_in","0.07","2015-05-15 6:29:04"
"ldap1","bytes_in","0.10","2015-05-15 6:34:08"
"ldap1","bytes_in","7.18","2015-05-15 6:39:12"
"ldap1","bytes_in","10.45","2015-05-15 6:44:20"
"ldap1","bytes_in","7.95","2015-05-15 6:49:25"
"ldap1","bytes_in","0.00","2015-05-15 6:54:29"
"ldap1","bytes_in","0.74","2015-05-15 8:40:42"
"ldap1","bytes_in","1.00","2015-05-15 8:45:46"
"ldap1","bytes_in","0.04","2015-05-15 8:50:49"
"ldap1","bytes_in","0.59","2015-05-15 8:55:53"
"ldap1","bytes_in","0.09","2015-05-15 9:00:56"
"ldap1","bytes_in","1.19","2015-05-15 9:06:00"
"ldap1","bytes_in","1.16","2015-05-15 9:11:03"
"ldap1","bytes_in","0.41","2015-05-15 9:16:07"
"ldap1","bytes_in","0.03","2015-05-15 9:26:14"
"ldap1","bytes_in","0.04","2015-05-15 9:31:18"
"ldap1","bytes_in","0.03","2015-05-15 9:41:25"
"ldap1","bytes_in","0.25","2015-05-15 9:46:29"
"ldap1","bytes_in","0.20","2015-05-15 9:51:33"
"ldap1","bytes_in","0.22","2015-05-15 9:56:37"
"ldap1","bytes_in","0.49","2015-05-15 10:01:40"
"ldap1","bytes_in","0.35","2015-05-15 10:06:44"
"ldap1","bytes_in","1.85","2015-05-15 10:11:47"
"ldap1","bytes_in","3.25","2015-05-15 10:16:51"
"ldap1","bytes_in","0.98","2015-05-15 10:21:55"
"ldap1","bytes_in","0.24","2015-05-15 10:26:58"
"ldap1","bytes_in","0.14","2015-05-15 10:32:02"
"ldap1","bytes_in","0.08","2015-05-15 10:37:05"
"ldap1","bytes_in","0.09","2015-05-15 10:42:09"
"ldap1","bytes_in","1.21","2015-05-15 10:47:13"
"ldap1","bytes_in","3.34","2015-05-15 10:52:16"
"ldap1","bytes_in","0.48","2015-05-15 10:57:21"
"ldap1","bytes_in","3.34","2015-05-15 11:02:24"
"ldap1","bytes_in","0.63","2015-05-15 11:07:28"
"ldap1","bytes_in","0.79","2015-05-15 11:12:32"
"ldap1","bytes_in","0.89","2015-05-15 11:17:35"
"ldap1","bytes_in","0.11","2015-05-15 11:22:39"
"ldap1","bytes_in","2.66","2015-05-15 11:27:43"
"ldap1","bytes_in","3.27","2015-05-15 11:32:46"
"ldap1","bytes_in","2.73","2015-05-15 11:37:51"
"ldap1","bytes_in","0.08","2015-05-15 11:42:55"
"ldap1","bytes_in","0.39","2015-05-15 11:47:59"
"ldap1","bytes_in","0.06","2015-05-15 11:53:03"
"ldap1","bytes_in","1.37","2015-05-15 11:58:06"
"ldap1","bytes_in","0.13","2015-05-15 12:03:10"
"ldap1","bytes_in","0.11","2015-05-15 12:08:13"
"ldap1","bytes_in","0.04","2015-05-15 12:13:17"
"ldap1","bytes_in","0.06","2015-05-15 12:18:21"
"ldap1","bytes_in","0.52","2015-05-15 12:23:25"
"ldap1","bytes_in","1.82","2015-05-15 12:28:28"
"ldap1","bytes_in","0.92","2015-05-15 12:33:32"
"ldap1","bytes_in","0.63","2015-05-15 12:38:36"
"ldap1","bytes_in","3.60","2015-05-15 12:43:40"
"ldap1","bytes_in","2.51","2015-05-15 12:48:43"
"ldap1","bytes_in","6.02","2015-05-15 12:53:48"
"ldap1","bytes_in","0.03","2015-05-15 12:58:52"
"ldap1","bytes_in","1.41","2015-05-15 13:03:55"
"ldap1","bytes_in","0.90","2015-05-15 13:08:59"
"ldap1","bytes_in","0.21","2015-05-15 13:14:03"
"ldap1","bytes_in","0.09","2015-05-15 13:19:06"
"ldap1","bytes_in","0.45","2015-05-15 13:24:10"
"ldap1","bytes_in","0.15","2015-05-15 13:29:13"
"ldap1","bytes_in","0.32","2015-05-15 13:34:17"
"ldap1","bytes_in","0.08","2015-05-15 13:39:21"
"ldap1","bytes_in","0.12","2015-05-15 13:44:25"
"ldap1","bytes_in","0.13","2015-05-15 13:49:29"
"ldap1","bytes_in","0.92","2015-05-15 13:54:32"
"ldap1","bytes_in","2.03","2015-05-15 13:59:36"
